word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
save,seiv,n. (sports) the act of preventing the opposition from scoring\nv. to keep up and reserve for personal or special use\nv. bring into safety\nv. spend less; buy at a reduced price,"n. 救球\nvt. 解救, 挽救, 储蓄, 保存, 节省, 保留\nvi. 挽救, 节省, 救球\nprep. 除...之外\n[计] 保存",,5,1,zk gk cet4 cet6 ky toefl,848,735,d:saved/p:saved/i:saving/3:saves/s:saves,,
saving,'seiviŋ,s. characterized by thriftiness,"n. 存款, 挽救, 节约\na. 搭救的, 节约的, 保留的, 补偿的\nprep. 除...之外",,,1,cet4 cet6 ky ielts,2163,2193,0:save/1:i/s:savings/i:saving,,
saw,sɒ:,n. hand tool having a toothed blade for cutting\nv. cut with a saw,"n. 锯子, 谚语\nvt. 锯, 锯开, 来回移动\nvi. 拉锯, 移动\nsee的过去式",,1,,cet4 cet6 ky,6947,7433,0:see/1:p/i:sawing/s:saws/d:sawn/p:sawed/3:saws,,
say,sei,n. the chance to speak\nv. communicate or express nonverbally\nv. utter aloud\nv. state as one's opinion or judgement; declare,"vt. 说, 讲, 念, 说明, 指明\nvi. 说, 讲\nn. 意见, 发言权",,5,1,zk gk ielts,32,19,p:said/3:says/d:said/i:saying,,
saying,'seiiŋ,n. a word or phrase that particular people use in particular situations,"n. 叙述, 话, 说, 言论",,1,,gk,7543,5887,0:say/1:i/i:saying/s:sayings,,
scale,skeil,n. an ordered reference standard\nn. relative magnitude\nn. the ratio between the size of something and a representation of it\nn. a specialized leaf or bract that protects a bud or catkin,"n. 刻度, 衡量, 比例, 比例尺, 数值范围, 等级, 规模, 天平, 秤, 鳞, 积垢\nvt. 依比例决定, 攀登, 测量, 绘制, 刮鳞, 使生垢, 过秤\nvi. 剥落, 生水垢, 重量为, 攀登, 衡量\n[计] 刻度",,4,1,cet4 cet6 ky toefl ielts gre,1115,1223,s:scales/d:scaled/i:scaling/p:scaled/3:scales,,
scan,skæn,n. the act of scanning; systematic examination of a prescribed region\nn. an image produced by scanning\nv. examine minutely or intensely\nv. examine hastily,"n. 审视, 浏览, 扫描, 细查\nvt. 细看, 浏览, 扫描, 详细调查, 标出格律\nvi. 押韵, 扫描\n[计] 网络软件目录, 编码与分析系统",,2,,gk cet4 cet6 ky toefl ielts gre,5003,4031,i:scanning/p:scanned/d:scanned/s:scans/3:scans,,
scandal,'skændәl,n. disgraceful gossip about the private lives of other people\nn. a disgraceful event,"n. 丑闻, 中伤, 耻辱, 反感, 流言蜚语\n[法] 丑事, 丑闻, 干丑事的人",,3,,cet4 cet6 ky toefl ielts gre,3816,3052,s:scandals,,
scar,skɑ:,n. a mark left (usually on the skin) by the healing of injured tissue\nv. mark with a scar,"n. 疤痕, 伤痕, 悬崖\nvi. 结疤, 愈合, 痊愈\nvt. 使有伤痕",,2,,gk cet4 cet6 ky toefl ielts gre,7022,5026,s:scars/d:scarred/i:scarring/3:scars/p:scarred,,
scarce,skɑ:s,a. deficient in quantity or number compared with the demand,"a. 难得的, 稀罕的, 缺乏的",,2,,cet4 cet6 ky toefl ielts,6882,6771,r:scarcer/t:scarcest,,
scarcely,'skɑ:sli,r only a very short time before\nr almost not,"adv. 简直不, 一定不, 仅仅",,2,,cet4 cet6 ky toefl ielts,4028,6981,,,
scarcity,'skɑ:siti,n. a small and inadequate amount,"n. 缺乏, 不足, 缺少\n[经] 缺乏, 不足",,1,,cet6 gre,15257,9799,s:scarcities,,
scare,skєә,n. a sudden attack of fear,"n. 惊吓, 恐慌\nvt. 惊吓, 使恐慌\nvi. 受惊",,2,1,gk cet4 cet6 ky toefl gre,7593,3807,p:scared/d:scared/3:scares/i:scaring/s:scares,,
scarf,skɑ:f,n. a garment worn around the head or neck or shoulders for warmth or decoration\nv. masturbate while strangling oneself\nv. unite by a scarf joint\nv. wrap in or adorn with a scarf,"n. 围巾, 头巾, 领带, 领巾, 嵌接\nvt. 用围巾围, 嵌接",,1,,zk gk cet4 cet6 ky gre,6554,6140,s:scarves/d:scarfed/p:scarfed/i:scarfing/3:scarfs,,
scarlet,'skɑ:lit,n. a variable color that is vivid red but sometimes with an orange tinge,"n. 猩红色, 绯红色, 红衣\na. 绯红色的, 鲜红色的",,1,,cet6 toefl,7155,10320,s:scarlets,,
scatter,'skætә,n. a haphazard distribution in all directions\nn. the act of scattering\nv. distribute loosely\nv. sow by scattering,"n. 消散, 分散, 散播, 散射, 散布, 酒馆\nvi. 散布, 散播, 消散\nvt. 使消散, 使分散, 撒, 散布, 散播, 散射\n[计] 散点图",,2,,cet4 cet6 ky toefl ielts gre,4116,3754,d:scattered/i:scattering/p:scattered/3:scatters,,
scene,si:n,n. the place where some action occurs\nn. an incident (real or imaginary)\nn. a consecutive series of pictures that constitutes a unit of action in a film\nn. a subdivision of an act of a play,"n. 场, 情景, 镜头, 发生地点, 道具, 布景, 景色\n[化] 现场",,4,1,gk cet4 cet6 ky toefl,1112,738,s:scenes,,
scenery,'si:nәri,n. the painted structures of a stage set that are intended to suggest a particular locale\nn. the appearance of a place,"n. 风景, 景色, 舞台布景",,1,,gk cet4 cet6 ky toefl ielts,6478,8152,s:sceneries,,
scent,sent,n. an odor left in passing by which a person or animal can be traced\nv. catch the scent of; get wind of,"n. 气味, 香味, 香水, 踪迹, 痕迹, 线索, 嗅觉\nvt. 闻出, 嗅, 发觉, 使充满气味\nvi. 嗅猎, 发出气味",,2,,cet4 cet6 ky toefl ielts,5433,4460,s:scents/d:scented/i:scenting/3:scents/p:scented,,
sceptical,'skeptikl,s marked by or given to doubt\ns denying or questioning the tenets of especially a religion,"a. 怀疑论的, 怀疑的",,2,,gk cet6 ky ielts gre,6418,37694,,,
schedule,'skedʒuәl,n. an ordered list of times at which things are planned to occur\nv. plan for an activity or event\nv. make a schedule; plan the time and place for events,"n. 时间表, 一览表, 计划表, 议事日程\nvt. 预定, 编制目录, 制...表, 安排",,4,1,gk cet4 cet6 ky toefl ielts,2702,2144,d:scheduled/s:schedules/i:scheduling/p:scheduled/3:schedules,,
scheme,ski:m,n. an elaborate and systematic plan of action\nv. form intrigues (for) in an underhand manner\nv. devise a system or form a scheme for,"n. 方案, 计划, 组合, 系统, 图解, 诡计, 阴谋\nv. 计划, 设计, 图谋, 策划",,4,1,cet4 cet6 ky toefl ielts gre,587,3007,s:schemes/i:scheming/p:schemed/3:schemes/d:schemed,,
scholar,'skɒlә,n. a learned person (especially in the humanities); someone who by long study has gained mastery in one or more disciplines\nn. a student who holds a scholarship,"n. 学者, 奖学金获得者, 有文化者, 学习者",,2,,gk cet4 cet6 ky toefl,3858,2101,s:scholars,,
scholarship,'skɒlәʃip,n. financial aid provided to a student on the basis of academic merit,"n. 学问, 学术成就, 奖学金",,2,,gk cet4 cet6 ky toefl ielts,5365,3044,s:scholarships,,
school,sku:l,n. an educational institution\nn. a building where young people receive education\nn. the process of being formally educated at a school\nn. a body of creative artists or writers or thinkers linked by a similar style or by similar teachers,"n. 学校, 鱼群, 门派, 学派\nvt. 教育, 训练, 培养\nvi. 成群地游",,5,1,zk gk ielts gre,165,125,s:schools/i:schooling/d:schooled/p:schooled/3:schools,,
schoolbag,'sku:lbæ^,n. a bag for carrying school books and supplies,n. 书包,,,,zk gk,0,0,3:schoolbags/s:schoolbags,,
schoolmate,'sku:lmeit,n. an acquaintance that you go to school with,"n. 同窗, 同学",,,,gk,33562,19024,s:schoolmates,,
science,'saiәns,n. a particular branch of scientific knowledge,"n. 科学, 学科, 学问, 自然科学\n[医] 科学",,4,1,zk gk ielts,794,889,s:sciences,,
scientific,.saiәn'tifik,a. of or relating to the practice of science\na. conforming with the principles or methods used in science,"a. 科学的, 系统的, 符合科学规律的\n[计] 科学记数法",,3,1,gk cet4 cet6 ky ielts,1601,1605,,,
scientist,'saiәntist,n. a person with advanced knowledge of one or more sciences,n. 科学家\n[医] 科学家,,4,1,zk gk cet4 cet6 ky,1684,1057,s:scientists,,
scissors,'sizәz,n. an edge tool having two crossed pivoting blades\nn. a wrestling hold in which you wrap your legs around the opponents body or head and put your feet together and squeeze\nn. a gymnastic exercise performed on the pommel horse when the gymnast moves his legs as the blades of scissors move,pl. 剪刀\n[医] 剪,,1,1,gk cet4 cet6 ky toefl ielts,8705,8906,s:scissors/0:scissors/1:s,,
scoff,skɒf,v. treat with contemptuous disregard,"n. 嘲笑, 愚弄, 笑柄, 食品\nv. 嘲笑, 嘲弄, 贪吃, 狼吞虎咽地吃",,1,,cet6 toefl gre,15267,11015,p:scoffed/d:scoffed/i:scoffing/3:scoffs/s:scoffs,,
scold,skәuld,n. someone (especially a woman) who annoys people by constantly finding fault,"n. 好骂街的人, 责骂\nv. 责骂",,1,,gk cet4 cet6 ky ielts,15769,10246,p:scolded/i:scolding/d:scolded/3:scolds/s:scolds,,
scope,skәup,"n. an area in which something acts or operates or has power or control: ""the range of a supersonic jet""","n. 范围, 机会, 广度, 眼界, 观察仪器, 导弹射程\n[计] 作用域",,2,,cet4 cet6 ky toefl gre,2487,3107,s:scopes,,
scorch,skɒ:tʃ,n. a surface burn\nn. a plant disease that produces a browning or scorched appearance of plant tissues\nn. a discoloration caused by heat\nv. become superficially burned,"n. 烧焦, 枯萎\nv. 烧焦, 拷焦, (使)枯萎, 讽刺",,1,,cet6 toefl ielts gre,15434,14072,i:scorching/d:scorched/p:scorched/3:scorches,,
score,skɒ:,n. a written form of a musical composition; parts for different instruments appear on separate staves on large pages\nn. a number that expresses the accomplishment of a team or an individual in a game or contest\nn. a set of twenty members\nn. grounds,"n. 得分, 抓痕, 二十个, 刻痕, 帐目, 乐谱, 起跑线, 终点线, 大量\nvt. 刻划, 划线, 获得, 评价, 把...记下\nvi. 刻痕, 记分, 得分\n[计] 得分",,4,1,zk gk cet4 cet6 ky toefl ielts gre,1818,1070,p:scored/s:scores/d:scored/i:scoring/3:scores,,
scores,skɔ:z,"n a large number or amount\nn a number or letter indicating quality (especially of a student's performance)\nn a written form of a musical composition; parts for different instruments appear on separate staves on large pages\nn a number that expresses the accomplishment of a team or an individual in a game or contest\nn a set of twenty members\nn grounds\nn the facts about an actual situation\nn an amount due (as at a restaurant or bar)\nn a slight surface cut (especially a notch that is made to keep a tally)\nn a resentment strong enough to justify retaliation\nn the act of scoring in a game or sport\nn a seduction culminating in sexual intercourse\nv gain points in a game\nv make small marks into the surface of\nv make underscoring marks\nv write a musical score for\nv induce to have sex\nv get a certain number or letter indicating quality or performance\nv assign a grade or rank to, according to one's evaluation","n. 大量, 众多; 二十( score的名词复数 ); （游戏或比赛中的）得分; 大量; 百分数",,,,gk,0,0,0:score/1:s3,,
scorn,skɒ:n,n lack of respect accompanied by a feeling of intense dislike\nn open disrespect for a person or thing\nv look down on with disdain\nv reject with contempt,"n. 轻蔑, 藐视, 嘲笑, 被嘲弄的人\nvt. 轻蔑, 不屑做",,1,,cet4 cet6 ky ielts gre,11677,11935,p:scorned/d:scorned/i:scorning/3:scorns/s:scorns,,
Scotland,'skɒtlәnd,n. one of the four countries that make up the United Kingdom of Great Britain and Northern Ireland; located on the northern part of the island of Great Britain; famous for bagpipes and plaids and kilts,n. 苏格兰,,,,gk ielts,767,0,,,
Scottish,'skɒtiʃ,n. the dialect of English used in Scotland,"a. 苏格兰的, 苏格兰人的",,,,gk,1020,7798,s:scottish/0:scottish/1:s,,
scout,skaut,"n. a Boy Scout or Girl Scout\nn. someone employed to discover and recruit talented persons (especially in the worlds of entertainment or sports)\nn. someone who can find paths through unexplored territory\nv. explore, often with the goal of finding something or somebody","n. 守候, 侦察, 搜索, 侦察员, 侦察机\nvi. 守候, 侦察, 巡视, 嘲笑\nvt. 侦察, 跟踪, 发现, 监视, 嘲弄",,1,,cet4 cet6 ky toefl ielts,6892,7109,s:scouts/i:scouting/p:scouted/3:scouts/d:scouted,,
scramble,'skræmbl,n. an unceremonious and disorganized struggle\nv. to move hurriedly\nv. bring into random order\nv. make unintelligible,"n. 攀缘, 爬行, 抢夺, 混乱, 紧急起飞\nvi. 攀缘, 杂乱蔓延, 争夺, 拼凑, 匆忙\nvt. 攀登, 扰乱, 使混杂",,2,,cet6 ky toefl gre,6181,4326,p:scrambled/i:scrambling/d:scrambled/3:scrambles/s:scrambles,,
scrap,skræp,n. a small piece of something that is left over after the rest has been used\nv. make into scrap or refuse,"n. 碎片, 残余物, 些微, 片断, 铁屑, 吵架\nvt. 扔弃, 敲碎, 拆毁\nvi. 互相殴打\na. 零碎拼凑成的, 废弃的",,2,,cet6 ky toefl ielts gre,5535,5594,s:scraps/d:scrapped/i:scrapping/p:scrapped/3:scraps,,
scrape,skreip,n. a harsh noise made by scraping\nn. a deep bow with the foot drawn backwards (indicating excessive humility)\nv. scratch repeatedly\nv. make by scraping,"n. 刮, 擦, 挖, 擦痕, 刮擦声, 困境\nvi. 刮掉, 擦掉, 刮出刺耳声\nvt. 刮, 擦, 擦伤, 挖成, 积蓄",,2,,cet4 cet6 ky toefl ielts gre,5968,5494,p:scraped/i:scraping/d:scraped/s:scrapes/3:scrapes,,
scratch,skrætʃ,n. a competitor who has withdrawn from competition\nn. (golf) a handicap of zero strokes\nn. an indication of damage\nv. cut the surface of; wear away the surface of,"n. 抓痕, 搔, 抓, 擦伤, 刮擦声, 乱写, 零分, 起跑线\nvt. 搔, 抓, 挖出, 擦, 刮, 乱涂, 勾抹掉\nvi. 搔, 抓, 发刮擦声, 勉强糊口\na. 碰巧的, 凑合的, 打草稿用的\n[计] 擦除",,2,1,gk cet4 cet6 ky toefl ielts,5023,4644,i:scratching/p:scratched/s:scratches/d:scratched/3:scratches,,
scream,skri:m,"n. sharp piercing cry\nv. make a loud, piercing sound","n. 尖叫声\nvi. 尖叫, 大笑, 尖啸, 令人震惊\nvt. 尖叫着说, 大叫大嚷着要求",,3,1,gk cet4 cet6 ky,2779,2118,i:screaming/p:screamed/s:screams/d:screamed/3:screams,,
screen,skri:n,n. a white or silvered surface where pictures can be projected for viewing\nn. the display that is electronically created on the surface of the large end of a cathode-ray tube\nn. a covering that serves to conceal or shelter something\nn. a protective covering consisting of netting; can be mounted in a frame,"n. 幕, 银幕, 屏风, 掩蔽物, 屏蔽, 筛子\nvt. 掩蔽, 放映, 拍摄, 掩护, 筛, 甄别\nvi. 拍电影\n[计] 筛选; 屏幕",,4,1,zk gk cet4 cet6 ky toefl,1648,1252,s:screens/d:screened/i:screening/p:screened/3:screens,,
screw,skru:,n. a simple machine of the inclined-plane type consisting of a spirally threaded cylindrical rod that engages with a similarly threaded hole\nn. a propeller with several angled blades that rotates to push against water or air\nn. a fastener with a tapered threaded shank and a slotted head\nv. turn like a screw,"n. 螺旋, 螺杆, 螺钉, 螺旋桨, 吝啬鬼\nvt. 调节, 扭紧, 旋, 拧, 加强, 压榨, 勒索\nvi. 转动, 旋, 拧",,2,1,cet4 cet6 ky toefl ielts gre,5393,4750,s:screws/p:screwed/i:screwing/d:screwed/3:screws,,
script,skript,n. a written version of a play or other dramatic composition; used in preparing for a performance\nn. a particular orthography or writing system\nv. write a script for,"n. 手迹, 手稿, 正本, 手写体\nvt. 改编为演出本\n[计] 手写体, 小型程序",,3,,cet6 ky ielts gre,4130,3286,s:scripts/d:scripted/p:scripted/i:scripting/3:scripts,,
scripture,'skriptʃә,n. any writing that is regarded as sacred by a religious group,"n. 圣经, 圣经的一节, 圣经的一句, 铭文",,1,,cet6 toefl gre,7315,9225,s:scriptures,,
scrub,skrʌb,n. dense vegetation consisting of stunted trees or bushes\nn. the act of cleaning a surface by rubbing it with a brush and soap and water\nv. clean with hard rubbing\nv. wash thoroughly,"n. 用力擦洗, 矮树, 矮人, 渺小之物\nvt. 用力擦洗, 擦掉, 摩擦\nvi. 擦洗干净, 进行手臂消毒\na. 次等的, 矮小的, 非正规球队的, 临时凑合的",,2,,cet6 toefl gre,7929,7546,d:scrubbed/i:scrubbing/p:scrubbed/3:scrubs/s:scrubs,,
scrutiny,'skru:tini,n. a prolonged intense look,"n. 细看, 仔细检查, 监视, 选票检查\n[经] 复查, 评核, 仔细检查",,2,,cet6 ky toefl ielts,5038,4964,s:scrutinies,,
sculpture,'skʌlptʃә,n. a three-dimensional work of plastic art\nn. creating figures or designs in three dimensions,"n. 雕刻, 雕塑\nvt. 雕刻, 雕塑\nvi. 当雕刻师",,2,,gk cet6 ky toefl ielts,3734,3427,s:sculptures/d:sculptured/i:sculpturing/p:sculptured/3:sculptures,,
sea,si:,n. a division of an ocean or a large body of salt water partially enclosed by land\nn. turbulent water with swells of considerable size,"n. 海, 海洋, 海浪, 大量\n[法] 海, 海洋",,4,1,zk gk,721,989,s:seas,,
seagull,'si:^ʌl,n mostly white aquatic bird having long pointed wings and short legs,n. 鸥,,1,,gk,15932,18503,s:seagulls/3:seagulls,,
seal,si:l,n. a device incised to make an impression; used to secure a closing or to authenticate documents\nn. the pelt or fur (especially the underfur) of a seal\nn. a stamp affixed to a document (as to attest to its authenticity or to seal it)\nn. a finishing coat applied to exclude moisture,"n. 印章, 封条, 海豹, 海豹皮, 火漆, 封蜡, 玺, 保证, 批准, 象征, 标志\nvt. 封闭, 盖印, 盖章\nvi. 猎海豹",,1,1,gk cet4 cet6 ky toefl ielts,4259,4021,s:seals/d:sealed/p:sealed/i:sealing/3:seals,,
seam,si:m,n. joint consisting of a line formed by joining two pieces\nn. a stratum of ore or coal thick enough to be mined with profit\nv. put together with a seam,"n. 缝合线, 衔接口, 接缝, 线缝, 伤疤\nvt. 缝合, 接合, 焊合, 使留下伤痕\nvi. 裂开, 发生裂痕",,1,,cet6 ky toefl ielts gre,7180,8135,s:seams/p:seamed/d:seamed/i:seaming/3:seams,,
seaman,'si:mәn,n. muckraking United States journalist who exposed bad conditions in mental institutions (1867-1922),"n. 船员, 海员, 水兵\n[法] 海员, 水手, 精通海事者",,1,,gk cet4 cet6,7264,17406,s:seamen,,
seaport,'si:pɒ:t,n. a sheltered port where ships can take on or discharge cargo,"n. 海港, 港口城市",,,,cet4 cet6 toefl,32866,21035,s:seaports,,
search,sә:tʃ,n. the activity of looking thoroughly in order to find something or someone\nn. an investigation seeking answers\nn. an operation that determines whether one or more of a set of items has a specified property\nn. the examination of alternative hypotheses,"n. 搜寻, 查究\nv. 搜寻, 搜查, 探求, 调查, 搜索\n[计] 搜索, 路径检索程序",,4,1,zk gk cet4 cet6 ky toefl,1690,1500,i:searching/p:searched/s:searches/d:searched/3:searches,,
seashell,'si:ʃel,n. the shell of a marine organism,n. 海贝壳,,,,gk,42970,19554,s:seashells,,
seaside,'si:said,n. the shore of a sea or ocean regarded as a resort,"a. 海边的, 海滨的\nn. 海滨",,1,,gk cet6 ky,7563,12240,s:seasides,,
season,'si:zn,n. a period of the year marked by special events or activities in some field\nn. one of the natural periods into which the year is divided by the equinoxes and solstices or atmospheric conditions\nn. a recurrent time marked by major holidays\nv. lend flavor to,"n. 季节, 时节, 当令期, 时期\nvt. 给...调味, 使成熟, 使老练, 缓和\nvi. 变干燥",,5,1,zk gk toefl ielts,833,506,s:seasons/i:seasoning/p:seasoned/3:seasons/d:seasoned,,
seat,si:t,n. a space reserved for sitting (as in a theater or on a train or airplane)\nn. furniture that is designed for sitting on\nn. any support where you can sit (especially the part of a chair or bench etc. on which you sit)\nn. a center of authority (as a city from which authority is exercised),"n. 座, 座位, 位子, 席位, 所在地\nvt. 使坐下, 使就座, 为...设座于, 使就职\nvi. 安装在底座上",,4,1,zk gk ielts,912,894,s:seats/d:seated/p:seated/i:seating/3:seats,,
seaweed,'si:wi:d,"n. plant growing in the sea, especially marine algae","n. 海草, 海藻\n[医] 海藻",,1,,gk toefl,14677,13198,s:seaweeds,,
second,'sekәnd,n. 1/60 of a minute; the basic unit of time adopted under the Systeme International d'Unites\nn. following the first in an ordering or series\nn. a 60th part of a minute of arc\nn. the official attendant of a contestant in a duel or boxing match,"n. 秒, 瞬间, 第二名, 支持者, 助手\na. 第二的, 其次的, 次要的, 附加的, 辅助的\nnum. 第二\nvt. 当...助手, 支持",,5,1,zk gk ielts,242,381,s:seconds/d:seconded/p:seconded/i:seconding/3:seconds,,
second-hand,'sekәnd'hænd,,"a. 用过的, 旧货的, 旧的, 间接的, 传来的, 第二手的\n[机] 半新的, 旧货",,1,,cet6 ielts,0,0,s:second-hands,,
secondary,'sekәndәri,n. the defensive football players who line up behind the linemen\na. being of second rank or importance or value; not direct or immediate\ns. depending on or incidental to what is original or primary\ns. not of major importance,"a. 中级的, 中等的, 次要的, 第二的, 从属的, 辅助的\n[化] 仲(指CH-3...CH(CH-3)-型支链烃基或指二元胺及R-2CHOH型的醇); 第二",,2,1,cet4 cet6 ky toefl ielts,2098,3455,s:secondaries,,
secondhand,'sekәnd'hænd,s. derived from what is primary or original; not firsthand\ns. previously used or owned by another\nr. by indirect means,"a. 间接获得的, 旧的, 二手的, 做旧货买卖的\nadv. 间接地, 间接听来, 以旧货",,,,gk,15042,0,,,
secondly,'sekәndli,r in the second place,"adv. 第二, 其次",,2,,cet4 cet6,2787,6891,,,
secret,'si:krit,n. something that should remain hidden from others (especially information that is not to be passed on)\nn. information known only to a special group\ns. not open or public; kept private or not revealed\ns. communicated covertly,"n. 秘密, 机密, 秘诀, 秘方\na. 秘密的, 极机密的, 隐蔽的, 暗中的, 神秘的, 偏僻的",,4,1,zk gk cet4 cet6 ky toefl,2375,1868,s:secrets,,
secretary,'sekrәtәri,n. a person who is head of an administrative department of government\nn. an assistant who handles correspondence and clerical work for a boss or an organization\nn. a desk used for writing,"n. 秘书, 书记, 大臣\n[经] 秘书",,3,1,zk gk ielts,613,2009,s:secretaries,,
section,'sekʃәn,n. a self-contained part of a larger composition (written or musical)\nn. a very thin slice (of tissue or mineral or other substance) for examination under a microscope\nn. a distinct region or subdivision of a territorial or political area or community or group of people\nn. one of several parts or pieces that fit with others to constitute a whole object,"n. 区段, 部分, 区域, 节, 截面, 处, 科, 区, 扇区\nvt. 把...分段, 把...切片\nvi. 被切成片\n[计] 扇区",,4,1,gk cet4 cet6 ky toefl ielts,409,818,s:sections/d:sectioned/i:sectioning/p:sectioned/3:sections,,
sector,'sektә,n. a plane figure bounded by two radii and the included arc of a circle\nn. a social group that forms part of the society or the economy\nn. a particular aspect of life or activity\nn. the minimum track length that can be assigned to store information; unless otherwise specified a sector of data consists of 512 bytes,"n. 扇形, 部门, 部分, 函数尺, 象限仪, 段, 区段\nvt. 把...分成扇形\n[计] 扇面; 扇区; 段; 区段",,4,1,cet6 ky toefl ielts,909,1974,s:sectors,,
secure,si'kjuә,v. assure payment of\na. free from fear or doubt; easy in mind\na. free from danger or risk\na. not likely to fail or give way,"a. 无虑的, 安心的, 安全的, 可靠的, 保险的\nvt. 固定, 获得, 保证, 使安全, 掩护, 招致\nvi. 停止操作, 船抛锚",,4,1,gk cet4 cet6 ky toefl gre,1654,2489,d:secured/i:securing/p:secured/3:secures,,
security,si'kjuriti,n. the state of being free from danger or injury\nn. defense against financial failure; financial independence\nn. freedom from anxiety or fear\nn. a formal declaration that documents a fact of relevance to finance and investment; the holder has a right to receive interest or dividends,"n. 安全, 安全性, 防护物, 保安, 可靠性, 担保人, 抵押品, 保证金\n[计] 安全性, 保密性, 安全检查程序",,5,1,gk cet4 cet6 ky toefl,632,661,s:securities,,
sedentary,'sedәntәri,s. requiring sitting or little activity,"a. 久坐的, 坐惯的, 定栖的\n[医] 静坐的; 坐式的",,,,cet6 toefl gre,19189,13725,,,
see,si:,n. the seat within a bishop's diocese where his cathedral is located\nv. perceive by sight or have the power to perceive by sight\nv. deem to be\nv. be careful or certain to do something; make certain of something,"vt. 看见, 查看, 参观, 游览, 理解, 知道, 同意\nvi. 看, 观看, 注意, 知道, 考虑\nn. 主教的职位",,5,1,zk gk,47,67,d:seen/p:saw/i:seeing/3:sees,,
seed,si:d,n. a small hard fruit\nn. a mature fertilized plant ovule consisting of an embryo and its food source and having a protective coat or testa\nv. go to seed; shed seeds\nv. help (an enterprise) in its early stages of development by providing seed money,"n. 种子, 籽, 萌芽, 子孙, 精液\nvt. 在...播种, 催...发育, 脱...籽\nvi. 结实, 播种",,4,1,gk cet4 cet6 ky,2590,1919,s:seeds/p:seeded/d:seeded/i:seeding/3:seeds,,
seek,si:k,n. the movement of a read/write head to a specific data track on a disk\nv. try to get or reach\nv. go to or towards\nv. inquire for,"vt. 寻求, 寻找, 探索, 追求, 搜索, 请求\nvi. 寻找, 搜索\n[计] 查找",,5,1,gk cet4 cet6 ky,591,668,i:seeking/d:sought/p:sought/3:seeks,,
seem,si:m,v. appear to exist\nv. appear to one's own mind or opinion,"vi. 象是, 似乎",,5,1,zk gk,134,165,3:seems/p:seemed/d:seemed/i:seeming,,
seemingly,'si:miŋli,r from appearances alone,"adv. 看来似乎, 表面上看来",,,,cet6 ky toefl ielts,4983,3541,,,
segment,'segmәnt,n. one of the parts into which something naturally divides\nv. divide into segments\nv. divide or split up,"n. 片段, 部分, 分节, 段\nv. 分割, 分裂\n[计] 段",,3,,cet4 cet6 ky toefl ielts gre,4404,2922,s:segments/d:segmented/i:segmenting/p:segmented/3:segments,,
segregate,'segrigeit,n. someone who is or has been segregated\nv. separate by race or religion; practice a policy of racial segregation\nv. divide from the main body or mass and collect,"a. 分离的, 被隔离的\nvi. 分离, 隔离, 分凝\nvt. 使分离, 使隔离",,,,cet6 ky toefl ielts,14472,12370,d:segregated/i:segregating/3:segregates/p:segregated,,
seize,si:z,v. take hold of; grab\nv. take or capture by force\nv. hook by a pull on the line\nv. affect,"vt. 抓住, 逮捕, 俘获, 没收, 扣押, 掌握\nvi. 突然抓住, 利用",,3,,gk cet4 cet6 ky toefl,2974,3230,d:seized/p:seized/i:seizing/3:seizes,,
seldom,'seldәm,r not often,"a. 不常的, 稀少的\nadv. 很少, 不常",,2,,zk gk cet4 cet6 ky toefl,4326,4878,,,
select,si'lekt,"v pick out, select, or choose from a number of alternatives\ns of superior grade\ns selected or chosen for special qualifications","a. 挑选出来的, 极好的\nv. 选择, 挑选\nn. 被挑选者, 精萃\n[计] 选定",,3,1,gk cet4 cet6 ky toefl,1614,1733,d:selected/i:selecting/3:selects/p:selected,,
selection,si'lekʃәn,n. an assortment of things from which a choice can be made,"n. 选择, 选文, 精选品\n[医] 选择, 淘汰",,3,1,cet4 cet6 ky toefl ielts,1511,2133,s:selections,,
self,self,n. your consciousness of your own identity\nn. a person considered as a unique individual\na. (used as a combining form) relating to--of or by or to or from or for--the self,"n. 自己, 自我, 本性, 本质, 私心, 本人\nvt. 使近亲繁殖, 使自花授精\nvi. 自花授精\na. 同一的",,3,1,gk cet4 cet6 ky,2286,2162,s:selves,,
selfish,'selfiʃ,a. concerned chiefly or only with yourself and your advantage to the exclusion of others,"a. 自私的, 利己主义的, 自我中心的",,2,,gk cet4 cet6 ky toefl,6992,7386,,,
sell,sel,n. the activity of persuading someone to buy\nv. exchange or deliver for money or its equivalent\nv. be sold at a certain price or in a certain way\nv. persuade somebody to accept something,"vt. 卖, 背叛, 销售, 出卖\nvi. 卖, 销售\nn. 卖, 推销术, 失望",,5,1,zk gk,461,443,d:sold/i:selling/p:sold/3:sells,,
seller,'selә,n. someone who promotes or exchanges goods or services for money,n. 销售者\n[化] 卖方,,2,,cet4 cet6,3158,4908,s:sellers,,
semester,si'mestә,n. one of two divisions of an academic year\nn. half a year; a period of 6 months,n. 学期,,,,cet4 cet6 ky toefl ielts,36683,5465,s:semesters,,
semicircle,'semi.sә:kl,n. a plane figure with the shape of half a circle,n. 半圆形,,,,gk,33785,19191,s:semicircles,,
semiconductor,.semikәn'dʌktә,n. a substance as germanium or silicon whose electrical conductivity is intermediate between that of a metal and an insulator; its conductivity increases with temperature and in the presence of impurities,n. 半导体\n[化] 半导体,,1,,cet4 cet6 ky,9381,8736,s:semiconductors,,
